1.060231437113541e-02	1.029739615785622e+00	6.636983629446763e-03	2.065966133944595e-02
1.117681137764976e-02	1.042563648769509e+00	5.698718712630424e-03	2.177912574878517e-02
1.178243807895909e-02	1.024001862713169e+00	4.849714936705866e-03	2.295924945660884e-02
1.242088126870556e-02	1.028029146762441e+00	4.242249238227025e-03	2.420331934766465e-02
1.309391914113164e-02	1.023908844030566e+00	3.704200431052814e-03	2.551480040983720e-02
1.380342624371300e-02	1.021372732736971e+00	3.270725207623728e-03	2.689734538484464e-02
1.455137869815483e-02	1.023871512930383e+00	2.917448991912016e-03	2.835480494186783e-02
1.533985970429305e-02	1.021106864919316e+00	2.605541028286678e-03	2.989123840244788e-02
1.617106534222987e-02	1.018099385858636e+00	2.344845051138925e-03	3.151092504652293e-02
1.704731068886394e-02	9.111897565588125e-01	1.988306634845074e-03	3.321837603109382e-02
1.797103626585072e-02	4.992280217869546e-01	6.808453785636630e-03	3.501834695471467e-02
1.894481483695211e-02	2.169554012682656e-01	2.786936280781192e-03	3.691585110280284e-02
1.997135857370719e-02	1.300104303327600e-01	1.572079134439092e-03	3.891617341065930e-02
2.105352660938210e-02	8.268751746489753e-02	9.201212296256618e-04	4.102488518308930e-02
2.219433300223807e-02	5.706846276236319e-02	6.059462856260379e-04	4.324785961162017e-02
2.339695513029735e-02	4.123979909866010e-02	4.212634025511160e-04	4.559128813253542e-02
2.466474254098764e-02	2.867722869157027e-02	2.790209121587964e-04	4.806169767128499e-02
2.600122628031359e-02	2.166296080202025e-02	2.030062500405028e-04	5.066596882130123e-02
2.741012872753866e-02	1.641191752476930e-02	1.516945883339872e-04	5.341135500785226e-02
2.889537396276907e-02	1.211118583190492e-02	1.101954228575162e-04	5.630550269030774e-02
3.046109869631568e-02	9.239908621671589e-03	8.398042070712808e-05	5.935647265908475e-02
3.211166379027423e-02	7.024857648702221e-03	5.506674265307796e-05	6.257276248658991e-02
3.385166640441404e-02	5.329138406571696e-03	4.194168385100920e-05	6.596333019468828e-02
3.568595280020362e-02	4.083257064321144e-03	3.252640026667611e-05	6.953761920461766e-02
3.761963183863545e-02	3.195469798321437e-03	2.616450422006072e-05	7.330558463883907e-02
3.965808920944375e-02	2.435319781640067e-03	2.075209768710921e-05	7.727772104807920e-02
4.180700243134668e-02	1.881245293548085e-03	1.682859583607724e-05	8.146509164079044e-02
4.407235666509163e-02	1.453673772841489e-03	1.368754647010011e-05	8.587935909643830e-02
4.646046138334628e-02	1.099620586464235e-03	1.088258052807386e-05	9.053281804843791e-02
4.897796794386428e-02	8.549439190380844e-04	8.838680475469954e-06	9.543842932721056e-02
5.163188811487050e-02	6.494197708859830e-04	8.204284248950772e-06	1.006098560587348e-01
5.442961360426288e-02	5.266779138087167e-04	6.882005595365483e-06	1.060615017191334e-01
5.737893664702347e-02	3.881527347815280e-04	5.325865358673129e-06	1.118085502512864e-01
6.048807170817908e-02	2.973185890331452e-04	4.283052912606046e-06	1.178670083552025e-01
6.376567836175848e-02	2.205093776569828e-04	3.343525886904251e-06	1.242537500699376e-01
6.722088540946872e-02	1.687256493600073e-04	2.691035573662467e-06	1.309865637712272e-01
7.086331630626619e-02	1.278984713924637e-04	2.154744555439488e-06	1.380842017157349e-01
7.470311596363752e-02	9.757280880951203e-05	1.851414738393254e-06	1.455664322699037e-01
7.875097900524319e-02	7.069376391388765e-05	1.398062692217172e-06	1.534540949688807e-01
8.301817955362129e-02	5.227849841979458e-05	1.086720006594833e-06	1.617691585588645e-01
8.751660263091382e-02	3.938898866021720e-05	8.540808185096096e-07	1.705347821845351e-01
9.225877726107251e-02	2.944828462157494e-05	6.768384606165685e-07	1.797753798919863e-01
9.725791136574100e-02	2.120831518973241e-05	5.246792363936781e-07	1.895166886268135e-01
1.025279285510050e-01	1.615440906726525e-05	4.256890115076208e-07	1.997858399167461e-01
1.080835068874698e-01	1.246499621017075e-05	3.561809768154741e-07	2.106114354384748e-01
1.139401197916742e-01	1.019039937540487e-05	3.089866613045365e-07	2.220236266791440e-01
1.201140791227059e-01	9.029837084288695e-06	2.852238749373998e-07	2.340541989143801e-01
1.266225806140488e-01	8.308729732014292e-06	2.701951187801230e-07	2.467366597367547e-01
1.334837517672017e-01	7.111298308140744e-06	2.398813496454259e-07	2.601063323812505e-01
1.407167023404593e-01	7.195890183790402e-06	2.315591919547771e-07	2.742004541076610e-01
1.483415775734794e-01	7.124687557637655e-06	2.233887264894434e-07	2.890582799139387e-01
1.563796142958760e-01	6.736793642814772e-06	2.111362639785132e-07	3.047211918693554e-01
1.648532000761123e-01	6.827656202071813e-06	2.087418677591067e-07	3.212328143719883e-01
1.737859355754365e-01	7.007277327406657e-06	2.103500362693869e-07	3.386391356515489e-01
1.832027002805271e-01	6.732032622762445e-06	2.058580633058692e-07	3.569886358559637e-01
1.931297217979278e-01	6.860019563049498e-06	2.102802964187650e-07	3.763324220784549e-01
2.035946489032703e-01	6.743473233943847e-06	2.179155714666463e-07	3.967243707011981e-01
2.146266285487429e-01	6.421355251647718e-06	2.333089945509963e-07	4.182212774520132e-01
2.262563870432851e-01	6.185505691560023e-06	2.535725541377377e-07	4.408830155920280e-01
2.385163156316125e-01	6.357421504289570e-06	2.852073979522236e-07	4.647727026748976e-01
2.514405607104271e-01	5.893961959168710e-06	3.004374475955456e-07	4.899568763420397e-01
2.650651189330823e-01	5.954218901191681e-06	3.296607193576816e-07	5.165056796435094e-01
2.794279374675903e-01	5.302278119791594e-06	3.361157610988033e-07	5.444930564006726e-01
2.945690196872091e-01	5.474120127651425e-06	3.638713699225541e-07	5.739969571547994e-01
3.105305365879802e-01	5.234484216445067e-06	3.818775697038520e-07	6.050995562751894e-01
3.271920324847719e-01	4.903541584595971e-06	3.951369409211828e-07	6.375661339097310e-01
