1.201624020813760e-02	1.020644364817290e+00	2.430377862413345e-02	2.341483609931582e-02
1.266735220005575e-02	1.019330708368493e+00	2.121565455289667e-02	2.468359240819335e-02
1.335374534636797e-02	9.979176249057559e-01	1.845768174811326e-02	2.602109754642371e-02
1.407733139170626e-02	1.021153873274083e+00	1.657783013222200e-02	2.743107673807423e-02
1.484012567049726e-02	1.020345109858666e+00	1.476299328730541e-02	2.891745706220352e-02
1.564425272007882e-02	1.008775731088686e+00	1.318432540294277e-02	3.048437839057607e-02
1.649195219796901e-02	9.936685274186170e-01	1.182530108838317e-02	3.213620491804783e-02
1.738558511976816e-02	7.543239447280747e-01	1.066462853013018e-02	3.387753731773718e-02
1.832764043506792e-02	3.350829082179910e-01	7.263582844375513e-03	3.571322555483608e-02
1.932074195968251e-02	1.803809968161333e-01	4.384809876801439e-03	3.764838239475043e-02
2.036765568350987e-02	1.047990336319506e-01	2.879613415683801e-03	3.968839764319237e-02
2.147129747437653e-02	6.945982789020114e-02	2.080529081207725e-03	4.183895315788640e-02
2.263474119932310e-02	5.012702179827927e-02	1.621471621250487e-03	4.410603867369963e-02
2.386122728594962e-02	3.659739529765158e-02	1.265511053496065e-03	4.649596848527272e-02
2.515417174766608e-02	2.666839180250227e-02	9.614715926725019e-04	4.901539903361570e-02
2.651717569798512e-02	2.022959584081650e-02	7.709097257382917e-04	5.167134744565120e-02
2.795403538035614e-02	1.572831922024433e-02	6.266906675374156e-04	5.447121107834126e-02
2.946875274147612e-02	1.149823015015761e-02	4.843204142725698e-04	5.742278812183227e-02
3.106554657752575e-02	8.420416758592264e-03	3.847632843767566e-04	6.053429931900187e-02
3.274886428437555e-02	7.061244468287294e-03	3.242672610861884e-04	6.381441086190129e-02
3.452339424448873e-02	5.420795670982979e-03	2.639478229896062e-04	6.727225852886427e-02
3.639407888502059e-02	4.163342001878647e-03	1.114434672775164e-04	7.091747312950931e-02
3.836612844348432e-02	3.225742317715980e-03	8.822390909175165e-05	7.476020732850491e-02
4.044503547932295e-02	2.500457103522727e-03	6.943264269474213e-05	7.881116392280726e-02
4.263659017180554e-02	2.061135125494539e-03	5.775595241223097e-05	8.308162565112849e-02
4.494689644685500e-02	1.612715057201489e-03	4.583253243315396e-05	8.758348661866056e-02
4.738238897772429e-02	1.268475337578874e-03	3.662316986578443e-05	9.232928542457929e-02
4.994985110687127e-02	1.013738988530667e-03	2.997752186137327e-05	9.733224008459555e-02
5.265643373894819e-02	7.995694247332033e-04	2.521210220645948e-05	1.026062848458194e-01
5.550967525752684e-02	6.487628569893191e-04	2.054143784658345e-05	1.081661089964750e-01
5.851752252103119e-02	4.988511219598519e-04	1.598098231063293e-05	1.140271977785580e-01
6.168835299635578e-02	4.172251522395494e-04	1.345601799384412e-05	1.202058755173870e-01
6.503099809181631e-02	3.221570979181086e-04	1.051806439454529e-05	1.267193510881721e-01
6.855476775441947e-02	2.552910733800357e-04	8.439351806261357e-06	1.335857658462358e-01
7.226947639996045e-02	2.070370449374824e-04	6.957885808227463e-06	1.408242441543799e-01
7.618547024816871e-02	1.631142167092599e-04	5.580809243929917e-06	1.484549466481292e-01
8.031365613903599e-02	1.285613847453284e-04	4.426348432258707e-06	1.564991263872047e-01
8.466553191058579e-02	1.051084849137089e-04	3.656644357796035e-06	1.649791880496218e-01
8.925321842269279e-02	8.351192193954309e-05	2.943294558197850e-06	1.739187503332786e-01
9.408949331614483e-02	6.894760339213163e-05	2.447748140329494e-06	1.833427117388376e-01
9.918782660097344e-02	5.216618413869395e-05	1.922469813818801e-06	1.932773199171182e-01
1.045624181731738e-01	4.838857886956428e-05	1.756700736024157e-06	2.037502447741472e-01
1.102282373643054e-01	3.801335855415572e-05	1.449233610142319e-06	2.147906555374792e-01
1.162010646341276e-01	3.086259733124971e-05	1.234135399976359e-06	2.264293019984330e-01
1.224975355223925e-01	2.492074031560909e-05	1.060509860819198e-06	2.386986001565201e-01
1.291351869822088e-01	2.226955548045895e-05	9.682975394276493e-07	2.516327225046013e-01
1.361325062240268e-01	1.715682993202783e-05	7.959108046706469e-07	2.652676932062356e-01
1.435089822062819e-01	1.519999588323154e-05	7.169947226720727e-07	2.796414884303087e-01
1.512851599161115e-01	1.187132239887536e-05	5.998450474524329e-07	2.947941421223934e-01
1.594826975913259e-01	1.127898703432788e-05	5.708674567063384e-07	3.107678575074374e-01
1.681244270430095e-01	9.818671876836859e-06	5.176046903420900e-07	3.276071246343354e-01
1.772344172467620e-01	9.479275851314723e-06	5.077288539724688e-07	3.453588442897715e-01
1.868380413796951e-01	8.023981471987300e-06	4.589441420118600e-07	3.640724586264570e-01
1.969620474898952e-01	8.321832552336734e-06	4.780205900333981e-07	3.838000888695902e-01
2.076346329951827e-01	7.363873727822373e-06	4.712161612896139e-07	4.045966804850779e-01
2.188855232186596e-01	6.870928228487548e-06	4.952489153049080e-07	4.265201562138423e-01
2.307460541797859e-01	6.928869252493227e-06	5.510071792187133e-07	4.496315773984456e-01
2.432492598715718e-01	6.052659172166215e-06	5.641670763209592e-07	4.739953140513577e-01
2.564299642669728e-01	5.410304497512918e-06	5.738831501170272e-07	4.996792241385447e-01
2.703248783107430e-01	5.455749359115675e-06	6.289202951125632e-07	5.267548425777159e-01
